BestTaxon,eDNA Sample ID,Sequence Sample ID,Reads,Marker
Physeter catodon,004_Win_2_80m_03,004_Win_2_80m_03.2,0,D-loop
Physeter catodon,004_Win_2_80m_03,004_Win_2_80m_03.3,0,D-loop
Physeter catodon,004_Win_4_Chlama_17m_01,004_Win_4_Chlama_17m_01,0,D-loop
Physeter catodon,004_Win_4_Chlama_17m_01,004_Win_4_Chlama_17m_01.1,0,D-loop
Physeter catodon,004_Win_4_Chlama_17m_01,004_Win_4_Chlama_17m_01.2,0,D-loop
Physeter catodon,004_Win_4_Chlama_17m_02,004_Win_4_Chlama_17m_02,0,D-loop
Physeter catodon,004_Win_4_Chlama_17m_02,004_Win_4_Chlama_17m_02.2,0,D-loop
Physeter catodon,004_Win_4_Chlama_17m_02,004_Win_4_Chlama_17m_02.3,0,D-loop
Physeter catodon,004_Win_4_Chlama_17m_03,004_Win_4_Chlama_17m_03,0,D-loop
Physeter catodon,004_Win_4_Chlama_17m_03,004_Win_4_Chlama_17m_03.2,0,D-loop
Physeter catodon,004_Win_4_Chlama_17m_03,004_Win_4_Chlama_17m_03.3,0,D-loop
Physeter catodon,004_Win_8_10m_01,004_Win_8_10m_01,0,D-loop
Physeter catodon,004_Win_8_10m_01,004_Win_8_10m_01.1,0,D-loop
Physeter catodon,004_Win_8_10m_01,004_Win_8_10m_01.2,0,D-loop
Physeter catodon,004_Win_8_10m_02,004_Win_8_10m_02,0,D-loop
Physeter catodon,004_Win_8_10m_02,004_Win_8_10m_02.2,0,D-loop
Physeter catodon,004_Win_8_10m_02,004_Win_8_10m_02.3,0,D-loop
Physeter catodon,004_Win_8_10m_03,004_Win_8_10m_03,0,D-loop
Physeter catodon,004_Win_8_10m_03,004_Win_8_10m_03.2,0,D-loop
Physeter catodon,004_Win_8_10m_03,004_Win_8_10m_03.3,0,D-loop
Physeter catodon,005_GEM_1_380m,005_GEM_1_380m,0,D-loop
Physeter catodon,005_GEM_1_380m,005_GEM_1_380m.1,0,D-loop
Physeter catodon,005_GEM_1_380m,005_GEM_1_380m.2,0,D-loop
Physeter catodon,005_GEM_2_170m,005_GEM_2_170m,0,D-loop
Physeter catodon,005_GEM_2_170m,005_GEM_2_170m.1,0,D-loop
Physeter catodon,005_GEM_2_170m,005_GEM_2_170m.2,0,D-loop
Physeter catodon,005_GEM_3_100m,005_GEM_3_100m,0,D-loop
Physeter catodon,005_GEM_3_100m,005_GEM_3_100m.1,0,D-loop
Physeter catodon,005_GEM_3_100m,005_GEM_3_100m.2,0,D-loop
Physeter catodon,005_GEM_5_Chlama_31m,005_GEM_5_Chlama_31m,0,D-loop
Physeter catodon,005_GEM_5_Chlama_31m,005_GEM_5_Chlama_31m.1,0,D-loop
Physeter catodon,005_GEM_5_Chlama_31m,005_GEM_5_Chlama_31m.2,0,D-loop
Physeter catodon,005_GEM_7_10m,005_GEM_7_10m,0,D-loop
Physeter catodon,005_GEM_7_10m,005_GEM_7_10m.1,0,D-loop
Physeter catodon,005_GEM_7_10m,005_GEM_7_10m.2,0,D-loop
Physeter catodon,005_Win_4_100m_01,005_Win_4_100m_01,0,D-loop
Physeter catodon,005_Win_4_100m_01,005_Win_4_100m_01.1,0,D-loop
Physeter catodon,005_Win_4_100m_01,005_Win_4_100m_01.2,0,D-loop
Physeter catodon,005_Win_4_100m_02,005_Win_4_100m_02,0,D-loop
Physeter catodon,005_Win_4_100m_02,005_Win_4_100m_02.2,0,D-loop
Physeter catodon,005_Win_4_100m_02,005_Win_4_100m_02.3,0,D-loop
Physeter catodon,005_Win_4_100m_03,005_Win_4_100m_03,0,D-loop
Physeter catodon,005_Win_4_100m_03,005_Win_4_100m_03.2,0,D-loop
Physeter catodon,005_Win_4_100m_03,005_Win_4_100m_03.3,0,D-loop
Physeter catodon,005_Win_6_Chlama_31m_01,005_Win_6_Chlama_31m_01,0,D-loop
Physeter catodon,005_Win_6_Chlama_31m_01,005_Win_6_Chlama_31m_01.1,0,D-loop
Physeter catodon,005_Win_6_Chlama_31m_01,005_Win_6_Chlama_31m_01.2,0,D-loop
Physeter catodon,005_Win_6_Chlama_31m_02,005_Win_6_Chlama_31m_02,0,D-loop
Physeter catodon,005_Win_6_Chlama_31m_02,005_Win_6_Chlama_31m_02.2,0,D-loop
Physeter catodon,005_Win_6_Chlama_31m_02,005_Win_6_Chlama_31m_02.3,0,D-loop
Physeter catodon,005_Win_6_Chlama_31m_03,005_Win_6_Chlama_31m_03,0,D-loop
Physeter catodon,005_Win_6_Chlama_31m_03,005_Win_6_Chlama_31m_03.2,0,D-loop
Physeter catodon,005_Win_6_Chlama_31m_03,005_Win_6_Chlama_31m_03.3,0,D-loop
Physeter catodon,005_Win_8_10m_01,005_Win_8_10m_01,0,D-loop
Physeter catodon,005_Win_8_10m_01,005_Win_8_10m_01.1,0,D-loop
Physeter catodon,005_Win_8_10m_01,005_Win_8_10m_01.2,0,D-loop
Physeter catodon,005_Win_8_10m_02,005_Win_8_10m_02,0,D-loop
Physeter catodon,005_Win_8_10m_02,005_Win_8_10m_02.2,0,D-loop
Physeter catodon,005_Win_8_10m_02,005_Win_8_10m_02.3,0,D-loop
Physeter catodon,005_Win_8_10m_03,005_Win_8_10m_03,0,D-loop
Physeter catodon,005_Win_8_10m_03,005_Win_8_10m_03.2,0,D-loop
Physeter catodon,005_Win_8_10m_03,005_Win_8_10m_03.3,0,D-loop
Physeter catodon,006_GEM_1_515m,006_GEM_1_515m,0,D-loop
Physeter catodon,006_GEM_1_515m,006_GEM_1_515m.1,0,D-loop
Physeter catodon,006_GEM_1_515m,006_GEM_1_515m.2,0,D-loop
Physeter catodon,006_GEM_2_170m,006_GEM_2_170m,0,D-loop
Physeter catodon,006_GEM_2_170m,006_GEM_2_170m.2,0,D-loop
Physeter catodon,006_GEM_2_170m,006_GEM_2_170m.3,0,D-loop
Physeter catodon,006_GEM_3_100m,006_GEM_3_100m,0,D-loop
Physeter catodon,006_GEM_3_100m,006_GEM_3_100m.1,0,D-loop
Physeter catodon,006_GEM_3_100m,006_GEM_3_100m.2,0,D-loop
Physeter catodon,006_GEM_5_40m,006_GEM_5_40m,0,D-loop
Physeter catodon,006_GEM_5_40m,006_GEM_5_40m.1,0,D-loop
Physeter catodon,006_GEM_5_40m,006_GEM_5_40m.2,0,D-loop
Physeter catodon,006_GEM_7_10m,006_GEM_7_10m,0,D-loop
Physeter catodon,006_GEM_7_10m,006_GEM_7_10m.1,0,D-loop
Physeter catodon,006_GEM_7_10m,006_GEM_7_10m.2,0,D-loop
Physeter catodon,006_Win_4_100m_01,006_Win_4_100m_01,0,D-loop
Physeter catodon,006_Win_4_100m_01,006_Win_4_100m_01.1,0,D-loop
Physeter catodon,006_Win_4_100m_01,006_Win_4_100m_01.2,0,D-loop
Physeter catodon,006_Win_4_100m_02,006_Win_4_100m_02,0,D-loop
Physeter catodon,006_Win_4_100m_02,006_Win_4_100m_02.2,0,D-loop
Physeter catodon,006_Win_4_100m_02,006_Win_4_100m_02.3,0,D-loop
Physeter catodon,006_Win_4_100m_03,006_Win_4_100m_03,0,D-loop
Physeter catodon,006_Win_4_100m_03,006_Win_4_100m_03.2,0,D-loop
Physeter catodon,006_Win_4_100m_03,006_Win_4_100m_03.3,0,D-loop
Physeter catodon,006_Win_6_40m_01,006_Win_6_40m_01,0,D-loop
Physeter catodon,006_Win_6_40m_01,006_Win_6_40m_01.1,0,D-loop
Physeter catodon,006_Win_6_40m_01,006_Win_6_40m_01.2,0,D-loop
Physeter catodon,006_Win_6_40m_02,006_Win_6_40m_02,0,D-loop
Physeter catodon,006_Win_6_40m_02,006_Win_6_40m_02.2,0,D-loop
Physeter catodon,006_Win_6_40m_02,006_Win_6_40m_02.3,0,D-loop
Physeter catodon,006_Win_6_40m_03,006_Win_6_40m_03,0,D-loop
Physeter catodon,006_Win_6_40m_03,006_Win_6_40m_03.2,0,D-loop
Physeter catodon,006_Win_6_40m_03,006_Win_6_40m_03.3,0,D-loop
Physeter catodon,006_Win_8_10m_01,006_Win_8_10m_01,0,D-loop
Physeter catodon,006_Win_8_10m_01,006_Win_8_10m_01.2,0,D-loop
Physeter catodon,006_Win_8_10m_01,006_Win_8_10m_01.3,0,D-loop
Physeter catodon,006_Win_8_10m_02,006_Win_8_10m_02,0,D-loop
Physeter catodon,006_Win_8_10m_02,006_Win_8_10m_02.2,0,D-loop
Physeter catodon,006_Win_8_10m_02,006_Win_8_10m_02.3,0,D-loop
Physeter catodon,006_Win_8_10m_03,006_Win_8_10m_03,0,D-loop
Physeter catodon,006_Win_8_10m_03,006_Win_8_10m_03.2,0,D-loop
Physeter catodon,006_Win_8_10m_03,006_Win_8_10m_03.3,0,D-loop
Physeter catodon,007_GEM_1_230m,007_GEM_1_230m,0,D-loop
Physeter catodon,007_GEM_1_230m,007_GEM_1_230m.1,0,D-loop
Physeter catodon,007_GEM_1_230m,007_GEM_1_230m.2,0,D-loop
Physeter catodon,007_GEM_2_170m,007_GEM_2_170m,0,D-loop
Physeter catodon,007_GEM_2_170m,007_GEM_2_170m.1,0,D-loop
Physeter catodon,007_GEM_2_170m,007_GEM_2_170m.2,0,D-loop
Physeter catodon,007_GEM_3_100m,007_GEM_3_100m,0,D-loop
Physeter catodon,007_GEM_3_100m,007_GEM_3_100m.1,0,D-loop
Physeter catodon,007_GEM_3_100m,007_GEM_3_100m.2,0,D-loop
Physeter catodon,007_GEM_5_40m,007_GEM_5_40m,0,D-loop
Physeter catodon,007_GEM_5_40m,007_GEM_5_40m.1,0,D-loop
Physeter catodon,007_GEM_5_40m,007_GEM_5_40m.2,0,D-loop
Physeter catodon,007_GEM_7_10m,007_GEM_7_10m,0,D-loop
Physeter catodon,007_GEM_7_10m,007_GEM_7_10m.1,0,D-loop
Physeter catodon,007_GEM_7_10m,007_GEM_7_10m.2,0,D-loop
Physeter catodon,007_Win_4_100m_01,007_Win_4_100m_01,0,D-loop
Physeter catodon,007_Win_4_100m_01,007_Win_4_100m_01.1,0,D-loop
Physeter catodon,007_Win_4_100m_01,007_Win_4_100m_01.2,0,D-loop
Physeter catodon,007_Win_4_100m_02,007_Win_4_100m_02,0,D-loop
Physeter catodon,007_Win_4_100m_02,007_Win_4_100m_02.2,0,D-loop
Physeter catodon,007_Win_4_100m_02,007_Win_4_100m_02.3,0,D-loop
Physeter catodon,007_Win_4_100m_03,007_Win_4_100m_03,0,D-loop
Physeter catodon,007_Win_4_100m_03,007_Win_4_100m_03.2,0,D-loop
Physeter catodon,007_Win_4_100m_03,007_Win_4_100m_03.3,0,D-loop
Physeter catodon,007_Win_6_41m_01,007_Win_6_41m_01,0,D-loop
Physeter catodon,007_Win_6_41m_01,007_Win_6_41m_01.1,0,D-loop
Physeter catodon,007_Win_6_41m_01,007_Win_6_41m_01.2,0,D-loop
Physeter catodon,007_Win_6_41m_02,007_Win_6_41m_02,0,D-loop
Physeter catodon,007_Win_6_41m_02,007_Win_6_41m_02.2,0,D-loop
Physeter catodon,007_Win_6_41m_02,007_Win_6_41m_02.3,0,D-loop
Physeter catodon,007_Win_6_41m_03,007_Win_6_41m_03,0,D-loop
Physeter catodon,007_Win_6_41m_03,007_Win_6_41m_03.2,0,D-loop
Physeter catodon,007_Win_6_41m_03,007_Win_6_41m_03.3,0,D-loop
Physeter catodon,007_Win_8_10m_01,007_Win_8_10m_01,0,D-loop
Physeter catodon,007_Win_8_10m_01,007_Win_8_10m_01.1,0,D-loop
Physeter catodon,007_Win_8_10m_01,007_Win_8_10m_01.2,0,D-loop
Physeter catodon,007_Win_8_10m_02,007_Win_8_10m_02,0,D-loop
Physeter catodon,007_Win_8_10m_02,007_Win_8_10m_02.2,0,D-loop
Physeter catodon,007_Win_8_10m_02,007_Win_8_10m_02.3,0,D-loop
Physeter catodon,007_Win_8_10m_03,007_Win_8_10m_03,0,D-loop
Physeter catodon,007_Win_8_10m_03,007_Win_8_10m_03.2,0,D-loop
Physeter catodon,007_Win_8_10m_03,007_Win_8_10m_03.3,0,D-loop
Physeter catodon,008_GEM_1_70m,008_GEM_1_70m,0,D-loop
Physeter catodon,008_GEM_1_70m,008_GEM_1_70m.1,0,D-loop
Physeter catodon,008_GEM_1_70m,008_GEM_1_70m.2,0,D-loop
Physeter catodon,008_GEM_2_15m,008_GEM_2_15m,0,D-loop
Physeter catodon,008_GEM_2_15m,008_GEM_2_15m.1,0,D-loop
Physeter catodon,008_GEM_2_15m,008_GEM_2_15m.2,0,D-loop
Physeter catodon,008_GEM_3_5m,008_GEM_3_5m,0,D-loop
Physeter catodon,008_GEM_3_5m,008_GEM_3_5m.1,0,D-loop
Physeter catodon,008_GEM_3_5m,008_GEM_3_5m.2,0,D-loop
Physeter catodon,009_GEM_1_515m,009_GEM_1_515m,0,D-loop
Physeter catodon,009_GEM_1_515m,009_GEM_1_515m.1,0,D-loop
Physeter catodon,009_GEM_1_515m,009_GEM_1_515m.2,0,D-loop
Physeter catodon,009_GEM_2_170m,009_GEM_2_170m,0,D-loop
Physeter catodon,009_GEM_2_170m,009_GEM_2_170m.1,0,D-loop
Physeter catodon,009_GEM_2_170m,009_GEM_2_170m.2,0,D-loop
Physeter catodon,009_GEM_3_100m,009_GEM_3_100m,0,D-loop
Physeter catodon,009_GEM_3_100m,009_GEM_3_100m.1,0,D-loop
Physeter catodon,009_GEM_3_100m,009_GEM_3_100m.2,0,D-loop
Physeter catodon,009_GEM_5_Chlama_20m,009_GEM_5_Chlama_20m,0,D-loop
Physeter catodon,009_GEM_5_Chlama_20m,009_GEM_5_Chlama_20m.1,0,D-loop
Physeter catodon,009_GEM_5_Chlama_20m,009_GEM_5_Chlama_20m.2,0,D-loop
Physeter catodon,009_GEM_7_10m,009_GEM_7_10m,0,D-loop
Physeter catodon,009_GEM_7_10m,009_GEM_7_10m.1,0,D-loop
Physeter catodon,009_GEM_7_10m,009_GEM_7_10m.2,0,D-loop
Physeter catodon,009_Win_4_100m_01,009_Win_4_100m_01,0,D-loop
Physeter catodon,009_Win_4_100m_01,009_Win_4_100m_01.1,0,D-loop
Physeter catodon,009_Win_4_100m_01,009_Win_4_100m_01.2,0,D-loop
Physeter catodon,009_Win_4_100m_02,009_Win_4_100m_02,0,D-loop
Physeter catodon,009_Win_4_100m_02,009_Win_4_100m_02.2,0,D-loop
Physeter catodon,009_Win_4_100m_02,009_Win_4_100m_02.3,0,D-loop
Physeter catodon,009_Win_4_100m_03,009_Win_4_100m_03,0,D-loop
Physeter catodon,009_Win_4_100m_03,009_Win_4_100m_03.2,0,D-loop
Physeter catodon,009_Win_4_100m_03,009_Win_4_100m_03.3,0,D-loop
Physeter catodon,009_Win_6_Chlama_20m_01,009_Win_6_Chlama_20m_01,0,D-loop
Physeter catodon,009_Win_6_Chlama_20m_01,009_Win_6_Chlama_20m_01.1,0,D-loop
Physeter catodon,009_Win_6_Chlama_20m_01,009_Win_6_Chlama_20m_01.2,0,D-loop
Physeter catodon,009_Win_6_Chlama_20m_02,009_Win_6_Chlama_20m_02,0,D-loop
Physeter catodon,009_Win_6_Chlama_20m_02,009_Win_6_Chlama_20m_02.2,0,D-loop
Physeter catodon,009_Win_6_Chlama_20m_02,009_Win_6_Chlama_20m_02.3,0,D-loop
Physeter catodon,009_Win_6_Chlama_20m_03,009_Win_6_Chlama_20m_03,0,D-loop
Physeter catodon,009_Win_6_Chlama_20m_03,009_Win_6_Chlama_20m_03.2,0,D-loop
Physeter catodon,009_Win_6_Chlama_20m_03,009_Win_6_Chlama_20m_03.3,0,D-loop
Physeter catodon,009_Win_8_10m_01,009_Win_8_10m_01,0,D-loop
Physeter catodon,009_Win_8_10m_01,009_Win_8_10m_01.1,0,D-loop
Physeter catodon,009_Win_8_10m_01,009_Win_8_10m_01.2,0,D-loop
Physeter catodon,009_Win_8_10m_02,009_Win_8_10m_02,0,D-loop
Physeter catodon,009_Win_8_10m_02,009_Win_8_10m_02.2,0,D-loop
Physeter catodon,009_Win_8_10m_02,009_Win_8_10m_02.3,61493,D-loop
Physeter catodon,009_Win_8_10m_03,009_Win_8_10m_03,0,D-loop
Physeter catodon,009_Win_8_10m_03,009_Win_8_10m_03.2,0,D-loop
Physeter catodon,009_Win_8_10m_03,009_Win_8_10m_03.3,0,D-loop
Physeter catodon,010_GEM_1_515m,010_GEM_1_515m,0,D-loop
Physeter catodon,010_GEM_1_515m,010_GEM_1_515m.2,0,D-loop
Physeter catodon,010_GEM_1_515m,010_GEM_1_515m.3,0,D-loop
Physeter catodon,010_GEM_2_170m,010_GEM_2_170m,0,D-loop
Physeter catodon,010_GEM_2_170m,010_GEM_2_170m.2,0,D-loop
Physeter catodon,010_GEM_2_170m,010_GEM_2_170m.3,0,D-loop
Physeter catodon,010_GEM_3_100m,010_GEM_3_100m,0,D-loop
Physeter catodon,010_GEM_3_100m,010_GEM_3_100m.2,0,D-loop
Physeter catodon,010_GEM_3_100m,010_GEM_3_100m.3,0,D-loop
Physeter catodon,010_GEM_5_Chlama_17m,010_GEM_5_Chlama_17m,0,D-loop
Physeter catodon,010_GEM_5_Chlama_17m,010_GEM_5_Chlama_17m.3,0,D-loop
Physeter catodon,010_GEM_7_10m,010_GEM_7_10m,0,D-loop
Physeter catodon,010_GEM_7_10m,010_GEM_7_10m.3,0,D-loop
Physeter catodon,010_GEM_7_10m,010_GEM_7_10m.2,0,D-loop
Physeter catodon,010_Win_4_100m_01,010_Win_4_100m_01,0,D-loop
Physeter catodon,010_Win_4_100m_01,010_Win_4_100m_01.1,0,D-loop
Physeter catodon,010_Win_4_100m_01,010_Win_4_100m_01.2,0,D-loop
Physeter catodon,010_Win_4_100m_02,010_Win_4_100m_02,0,D-loop
Physeter catodon,010_Win_4_100m_02,010_Win_4_100m_02.2,0,D-loop
Physeter catodon,010_Win_4_100m_02,010_Win_4_100m_02.3,0,D-loop
Physeter catodon,010_Win_4_100m_03,010_Win_4_100m_03,0,D-loop
Physeter catodon,010_Win_4_100m_03,010_Win_4_100m_03.2,0,D-loop
Physeter catodon,010_Win_4_100m_03,010_Win_4_100m_03.3,0,D-loop
Physeter catodon,010_Win_6_Chlama_17m_01,010_Win_6_Chlama_17m_01,0,D-loop
Physeter catodon,010_Win_6_Chlama_17m_01,010_Win_6_Chlama_17m_01.1,0,D-loop
Physeter catodon,010_Win_6_Chlama_17m_01,010_Win_6_Chlama_17m_01.2,0,D-loop
Physeter catodon,010_Win_6_Chlama_17m_02,010_Win_6_Chlama_17m_02,0,D-loop
Physeter catodon,010_Win_6_Chlama_17m_02,010_Win_6_Chlama_17m_02.2,0,D-loop
Physeter catodon,010_Win_6_Chlama_17m_02,010_Win_6_Chlama_17m_02.3,0,D-loop
Physeter catodon,010_Win_6_Chlama_17m_03,010_Win_6_Chlama_17m_03,0,D-loop
Physeter catodon,010_Win_6_Chlama_17m_03,010_Win_6_Chlama_17m_03.2,0,D-loop
Physeter catodon,010_Win_6_Chlama_17m_03,010_Win_6_Chlama_17m_03.3,0,D-loop
Physeter catodon,010_Win_8_10m_01,010_Win_8_10m_01,0,D-loop
Physeter catodon,010_Win_8_10m_01,010_Win_8_10m_01.1,0,D-loop
Physeter catodon,010_Win_8_10m_01,010_Win_8_10m_01.2,0,D-loop
Physeter catodon,010_Win_8_10m_02,010_Win_8_10m_02,0,D-loop
Physeter catodon,010_Win_8_10m_02,010_Win_8_10m_02.2,0,D-loop
Physeter catodon,010_Win_8_10m_02,010_Win_8_10m_02.3,0,D-loop
Physeter catodon,010_Win_8_10m_03,010_Win_8_10m_03,0,D-loop
Physeter catodon,010_Win_8_10m_03,010_Win_8_10m_03.2,0,D-loop
Physeter catodon,010_Win_8_10m_03,010_Win_8_10m_03.3,0,D-loop
Physeter catodon,011_GEM_1_515m,011_GEM_1_515m,0,D-loop
Physeter catodon,011_GEM_1_515m,011_GEM_1_515m.2,0,D-loop
Physeter catodon,011_GEM_1_515m,011_GEM_1_515m.3,0,D-loop
Physeter catodon,011_GEM_2_170m,011_GEM_2_170m,0,D-loop
Physeter catodon,011_GEM_2_170m,011_GEM_2_170m.2,0,D-loop
Physeter catodon,011_GEM_2_170m,011_GEM_2_170m.3,0,D-loop
Physeter catodon,011_GEM_3_100m,011_GEM_3_100m,0,D-loop
Physeter catodon,011_GEM_3_100m,011_GEM_3_100m.2,0,D-loop
Physeter catodon,011_GEM_3_100m,011_GEM_3_100m.3,0,D-loop
Physeter catodon,011_GEM_5_Chlama_18m,011_GEM_5_Chlama_18m,0,D-loop
Physeter catodon,011_GEM_5_Chlama_18m,011_GEM_5_Chlama_18m.2,0,D-loop
Physeter catodon,011_GEM_5_Chlama_18m,011_GEM_5_Chlama_18m.3,0,D-loop
Physeter catodon,011_GEM_7_10m,011_GEM_7_10m,0,D-loop
Physeter catodon,011_GEM_7_10m,011_GEM_7_10m.2,0,D-loop
Physeter catodon,011_GEM_7_10m,011_GEM_7_10m.3,0,D-loop
Physeter catodon,011_Win_4_100m_01,011_Win_4_100m_01,0,D-loop
Physeter catodon,011_Win_4_100m_01,011_Win_4_100m_01.1,0,D-loop
Physeter catodon,011_Win_4_100m_01,011_Win_4_100m_01.2,0,D-loop
Physeter catodon,011_Win_4_100m_02,011_Win_4_100m_02,0,D-loop
Physeter catodon,011_Win_4_100m_02,011_Win_4_100m_02.2,0,D-loop
Physeter catodon,011_Win_4_100m_02,011_Win_4_100m_02.3,0,D-loop
Physeter catodon,011_Win_4_100m_03,011_Win_4_100m_03,0,D-loop
Physeter catodon,011_Win_4_100m_03,011_Win_4_100m_03.2,0,D-loop
Physeter catodon,011_Win_4_100m_03,011_Win_4_100m_03.3,0,D-loop
Physeter catodon,011_Win_6_Chlama_18m_01,011_Win_6_Chlama_18m_01,0,D-loop
Physeter catodon,011_Win_6_Chlama_18m_01,011_Win_6_Chlama_18m_01.1,0,D-loop
Physeter catodon,011_Win_6_Chlama_18m_01,011_Win_6_Chlama_18m_01.2,0,D-loop
Physeter catodon,011_Win_6_Chlama_18m_02,011_Win_6_Chlama_18m_02,0,D-loop
Physeter catodon,011_Win_6_Chlama_18m_02,011_Win_6_Chlama_18m_02.2,0,D-loop
Physeter catodon,011_Win_6_Chlama_18m_02,011_Win_6_Chlama_18m_02.3,0,D-loop
Physeter catodon,011_Win_6_Chlama_18m_03,011_Win_6_Chlama_18m_03,0,D-loop
Physeter catodon,011_Win_6_Chlama_18m_03,011_Win_6_Chlama_18m_03.2,0,D-loop
Physeter catodon,011_Win_6_Chlama_18m_03,011_Win_6_Chlama_18m_03.3,0,D-loop
Physeter catodon,011_Win_8_10m_01,011_Win_8_10m_01,0,D-loop
Physeter catodon,011_Win_8_10m_01,011_Win_8_10m_01.1,0,D-loop
Physeter catodon,011_Win_8_10m_01,011_Win_8_10m_01.2,0,D-loop
Physeter catodon,011_Win_8_10m_02,011_Win_8_10m_02,0,D-loop
Physeter catodon,011_Win_8_10m_02,011_Win_8_10m_02.2,0,D-loop
Physeter catodon,011_Win_8_10m_02,011_Win_8_10m_02.3,0,D-loop
Physeter catodon,011_Win_8_10m_03,011_Win_8_10m_03,0,D-loop
Physeter catodon,011_Win_8_10m_03,011_Win_8_10m_03.2,0,D-loop
Physeter catodon,011_Win_8_10m_03,011_Win_8_10m_03.3,0,D-loop
Physeter catodon,012_GEM_1_60m,012_GEM_1_60m,0,D-loop
Physeter catodon,012_GEM_1_60m,012_GEM_1_60m.2,0,D-loop
Physeter catodon,012_GEM_1_60m,012_GEM_1_60m.3,0,D-loop
Physeter catodon,012_GEM_3_10m,012_GEM_3_10m,0,D-loop
Physeter catodon,012_GEM_3_10m,012_GEM_3_10m.2,0,D-loop
Physeter catodon,012_GEM_3_10m,012_GEM_3_10m.3,0,D-loop
Physeter catodon,012_Win_2_60m_01,012_Win_2_60m_01,0,D-loop
Physeter catodon,012_Win_2_60m_01,012_Win_2_60m_01.1,0,D-loop
Physeter catodon,012_Win_2_60m_01,012_Win_2_60m_01.2,0,D-loop
Physeter catodon,012_Win_2_60m_02,012_Win_2_60m_02,0,D-loop
Physeter catodon,012_Win_2_60m_02,012_Win_2_60m_02.3,0,D-loop
Physeter catodon,012_Win_2_60m_03,012_Win_2_60m_03,0,D-loop
Physeter catodon,012_Win_2_60m_03,012_Win_2_60m_03.2,0,D-loop
Physeter catodon,012_Win_2_60m_03,012_Win_2_60m_03.3,0,D-loop
Physeter catodon,012_Win_4_10m_01,012_Win_4_10m_01,0,D-loop
Physeter catodon,012_Win_4_10m_01,012_Win_4_10m_01.1,0,D-loop
Physeter catodon,012_Win_4_10m_01,012_Win_4_10m_01.2,0,D-loop
Physeter catodon,012_Win_4_10m_02,012_Win_4_10m_02,0,D-loop
Physeter catodon,012_Win_4_10m_02,012_Win_4_10m_02.2,0,D-loop
Physeter catodon,012_Win_4_10m_02,012_Win_4_10m_02.3,0,D-loop
Physeter catodon,012_Win_4_10m_03,012_Win_4_10m_03,0,D-loop
Physeter catodon,012_Win_4_10m_03,012_Win_4_10m_03.2,0,D-loop
Physeter catodon,012_Win_4_10m_03,012_Win_4_10m_03.3,0,D-loop
Physeter catodon,013_GEM_1_515m,013_GEM_1_515m,0,D-loop
Physeter catodon,013_GEM_1_515m,013_GEM_1_515m.2,0,D-loop
Physeter catodon,013_GEM_1_515m,013_GEM_1_515m.3,0,D-loop
Physeter catodon,013_GEM_2_170m,013_GEM_2_170m,0,D-loop
Physeter catodon,013_GEM_2_170m,013_GEM_2_170m.2,0,D-loop
Physeter catodon,013_GEM_2_170m,013_GEM_2_170m.3,0,D-loop
Physeter catodon,013_GEM_3_100m,013_GEM_3_100m,0,D-loop
Physeter catodon,013_GEM_3_100m,013_GEM_3_100m.2,0,D-loop
Physeter catodon,013_GEM_3_100m,013_GEM_3_100m.3,0,D-loop
Physeter catodon,013_GEM_5_Chlama_46m,013_GEM_5_Chlama_46m,0,D-loop
Physeter catodon,013_GEM_5_Chlama_46m,013_GEM_5_Chlama_46m.2,0,D-loop
Physeter catodon,013_GEM_5_Chlama_46m,013_GEM_5_Chlama_46m.3,0,D-loop
Physeter catodon,013_GEM_7_10m,013_GEM_7_10m,0,D-loop
Physeter catodon,013_GEM_7_10m,013_GEM_7_10m.2,0,D-loop
Physeter catodon,013_GEM_7_10m,013_GEM_7_10m.3,0,D-loop
Physeter catodon,013_Win_4_100m_01,013_Win_4_100m_01,0,D-loop
Physeter catodon,013_Win_4_100m_01,013_Win_4_100m_01.1,0,D-loop
Physeter catodon,013_Win_4_100m_01,013_Win_4_100m_01.2,0,D-loop
Physeter catodon,013_Win_4_100m_02,013_Win_4_100m_02,0,D-loop
Physeter catodon,013_Win_4_100m_02,013_Win_4_100m_02.2,0,D-loop
Physeter catodon,013_Win_4_100m_02,013_Win_4_100m_02.3,0,D-loop
Physeter catodon,013_Win_4_100m_03,013_Win_4_100m_03,0,D-loop
Physeter catodon,013_Win_4_100m_03,013_Win_4_100m_03.2,0,D-loop
Physeter catodon,013_Win_4_100m_03,013_Win_4_100m_03.3,0,D-loop
Physeter catodon,013_Win_6_46m_01,013_Win_6_46m_01,0,D-loop
Physeter catodon,013_Win_6_46m_01,013_Win_6_46m_01.1,0,D-loop
Physeter catodon,013_Win_6_46m_01,013_Win_6_46m_01.2,0,D-loop
Physeter catodon,013_Win_6_46m_02,013_Win_6_46m_02,0,D-loop
Physeter catodon,013_Win_6_46m_02,013_Win_6_46m_02.2,0,D-loop
Physeter catodon,013_Win_6_46m_02,013_Win_6_46m_02.3,0,D-loop
Physeter catodon,013_Win_6_46m_03,013_Win_6_46m_03,0,D-loop
Physeter catodon,013_Win_6_46m_03,013_Win_6_46m_03.2,0,D-loop
Physeter catodon,013_Win_6_46m_03,013_Win_6_46m_03.3,0,D-loop
Physeter catodon,013_Win_8_10m_01,013_Win_8_10m_01,0,D-loop
